"Test Date","Test Type","Result","Count","Daily Positive Tests","Daily People Tested"
2020-11-25,"PCR/amplification","NEGATIVE",8298,3578,13268
2020-11-25,"Antigen by DFA/IF","POSITIVE",389,3578,13268
2020-11-25,"PCR/amplification","POSITIVE",3189,3578,13268
2020-11-26,"Antigen by DFA/IF","NEGATIVE",166,1741,4848
2020-11-26,"PCR/amplification","NEGATIVE",2941,1741,4848
2020-11-26,"Antigen by DFA/IF","POSITIVE",84,1741,4848
2020-11-26,"PCR/amplification","POSITIVE",1657,1741,4848
2020-11-27,"Antigen by DFA/IF","NEGATIVE",578,1813,8610
2020-11-27,"PCR/amplification","NEGATIVE",6219,1813,8610
2020-11-27,"Antigen by DFA/IF","POSITIVE",301,1813,8610
2020-11-27,"PCR/amplification","POSITIVE",1512,1813,8610
2020-11-28,"Antigen by DFA/IF","NEGATIVE",424,2332,7174
2020-11-28,"PCR/amplification","NEGATIVE",4418,2332,7174
2020-11-28,"Antigen by DFA/IF","POSITIVE",248,2332,7174
2020-11-28,"PCR/amplification","POSITIVE",2084,2332,7174
2020-11-29,"Antigen by DFA/IF","NEGATIVE",358,1585,5109
2020-11-29,"PCR/amplification","NEGATIVE",3166,1585,5109
2020-11-29,"Antigen by DFA/IF","POSITIVE",156,1585,5109
2020-11-29,"PCR/amplification","POSITIVE",1429,1585,5109
2020-11-30,"Antigen by DFA/IF","NEGATIVE",3024,2300,10676
2020-11-30,"PCR/amplification","NEGATIVE",5352,2300,10676
2020-11-30,"Antigen by DFA/IF","POSITIVE",723,2300,10676
2020-11-30,"PCR/amplification","POSITIVE",1577,2300,10676
2020-12-01,"Antigen by DFA/IF","NEGATIVE",3023,4175,13894
2020-12-01,"PCR/amplification","NEGATIVE",6696,4175,13894
2020-12-01,"Antigen by DFA/IF","POSITIVE",666,4175,13894
2020-12-01,"PCR/amplification","POSITIVE",3509,4175,13894
2020-12-02,"Antigen by DFA/IF","NEGATIVE",3244,3590,12307
2020-12-02,"PCR/amplification","NEGATIVE",5473,3590,12307
2020-12-02,"Antigen by DFA/IF","POSITIVE",422,3590,12307
2020-12-02,"PCR/amplification","POSITIVE",3168,3590,12307
2020-12-03,"Antigen by DFA/IF","NEGATIVE",2122,3189,12088
2020-12-03,"PCR/amplification","NEGATIVE",6777,3189,12088
2020-12-03,"Antigen by DFA/IF","POSITIVE",429,3189,12088
2020-12-03,"PCR/amplification","POSITIVE",2760,3189,12088
2020-12-04,"Antigen by DFA/IF","NEGATIVE",1436,3440,12281
2020-12-04,"PCR/amplification","NEGATIVE",7405,3440,12281
2020-12-04,"Antigen by DFA/IF","POSITIVE",462,3440,12281
2020-12-04,"PCR/amplification","POSITIVE",2978,3440,12281
2020-12-05,"Antigen by DFA/IF","NEGATIVE",437,2741,10297
2020-12-05,"PCR/amplification","NEGATIVE",7119,2741,10297
2020-12-05,"Antigen by DFA/IF","POSITIVE",186,2741,10297
2020-12-05,"PCR/amplification","POSITIVE",2555,2741,10297
2020-12-06,"Antigen by DFA/IF","NEGATIVE",447,1848,6786
2020-12-06,"PCR/amplification","NEGATIVE",4491,1848,6786
2020-12-06,"Antigen by DFA/IF","POSITIVE",170,1848,6786
2020-12-06,"PCR/amplification","POSITIVE",1678,1848,6786
2020-12-07,"Antigen by DFA/IF","NEGATIVE",5112,2147,10954
2020-12-07,"PCR/amplification","NEGATIVE",3695,2147,10954
2020-12-07,"Antigen by DFA/IF","POSITIVE",705,2147,10954
2020-12-07,"PCR/amplification","POSITIVE",1442,2147,10954
2020-12-08,"Antigen by DFA/IF","NEGATIVE",3032,3222,13556
2020-12-08,"PCR/amplification","NEGATIVE",7302,3222,13556
2020-12-08,"Antigen by DFA/IF","POSITIVE",535,3222,13556
2020-12-08,"PCR/amplification","POSITIVE",2687,3222,13556
2020-12-09,"Antigen by DFA/IF","NEGATIVE",4355,3213,14937
2020-12-09,"PCR/amplification","NEGATIVE",7369,3213,14937
2020-12-09,"Antigen by DFA/IF","POSITIVE",507,3213,14937
2020-12-09,"PCR/amplification","POSITIVE",2706,3213,14937
2020-12-10,"Antigen by DFA/IF","NEGATIVE",2389,2944,11844
2020-12-10,"PCR/amplification","NEGATIVE",6511,2944,11844
2020-12-10,"Antigen by DFA/IF","POSITIVE",532,2944,11844
2020-12-10,"PCR/amplification","POSITIVE",2412,2944,11844
2020-12-11,"Antigen by DFA/IF","NEGATIVE",2862,2832,12573
2020-12-11,"PCR/amplification","NEGATIVE",6879,2832,12573
2020-12-11,"Antigen by DFA/IF","POSITIVE",488,2832,12573
2020-12-11,"PCR/amplification","POSITIVE",2344,2832,12573
2020-12-12,"Antigen by DFA/IF","NEGATIVE",520,2134,8920
2020-12-12,"PCR/amplification","NEGATIVE",6266,2134,8920
2020-12-12,"Antigen by DFA/IF","POSITIVE",217,2134,8920
2020-12-12,"PCR/amplification","POSITIVE",1917,2134,8920
2020-12-13,"Antigen by DFA/IF","NEGATIVE",376,1464,5771
2020-12-13,"PCR/amplification","NEGATIVE",3931,1464,5771
2020-12-13,"Antigen by DFA/IF","POSITIVE",148,1464,5771
2020-12-13,"PCR/amplification","POSITIVE",1316,1464,5771
2020-12-14,"Antigen by DFA/IF","NEGATIVE",3328,2291,9796
2020-12-14,"PCR/amplification","NEGATIVE",4177,2291,9796
2020-12-14,"Antigen by DFA/IF","POSITIVE",852,2291,9796
2020-12-14,"PCR/amplification","POSITIVE",1439,2291,9796
2020-12-15,"Antigen by DFA/IF","NEGATIVE",1862,3294,12296
2020-12-15,"PCR/amplification","NEGATIVE",7140,3294,12296
2020-12-15,"Antigen by DFA/IF","POSITIVE",524,3294,12296
2020-12-15,"PCR/amplification","POSITIVE",2770,3294,12296
2020-12-16,"Antigen by DFA/IF","NEGATIVE",2407,3046,12631
2020-12-16,"PCR/amplification","NEGATIVE",7178,3046,12631
2020-12-16,"Antigen by DFA/IF","POSITIVE",495,3046,12631
2020-12-16,"PCR/amplification","POSITIVE",2551,3046,12631
2020-12-17,"Antigen by DFA/IF","NEGATIVE",1961,2392,9627
2020-12-17,"PCR/amplification","NEGATIVE",5274,2392,9627
2020-12-17,"Antigen by DFA/IF","POSITIVE",507,2392,9627
2020-12-17,"PCR/amplification","POSITIVE",1885,2392,9627
2020-12-18,"Antigen by DFA/IF","NEGATIVE",1855,2627,10564
2020-12-18,"PCR/amplification","NEGATIVE",6082,2627,10564
2020-12-18,"Antigen by DFA/IF","POSITIVE",570,2627,10564
2020-12-18,"PCR/amplification","POSITIVE",2057,2627,10564
2020-12-19,"Antigen by DFA/IF","NEGATIVE",700,2114,9034
2020-12-19,"PCR/amplification","NEGATIVE",6220,2114,9034
2020-12-19,"Antigen by DFA/IF","POSITIVE",259,2114,9034
2020-12-19,"PCR/amplification","POSITIVE",1855,2114,9034
2020-12-20,"Antigen by DFA/IF","NEGATIVE",402,1673,6362
2020-12-20,"PCR/amplification","NEGATIVE",4287,1673,6362
2020-12-20,"Antigen by DFA/IF","POSITIVE",198,1673,6362
2020-12-20,"PCR/amplification","POSITIVE",1475,1673,6362
2020-12-21,"Antigen by DFA/IF","NEGATIVE",2322,2190,8298
2020-12-21,"PCR/amplification","NEGATIVE",3786,2190,8298
2020-12-21,"Antigen by DFA/IF","POSITIVE",835,2190,8298
2020-12-21,"PCR/amplification","POSITIVE",1355,2190,8298
2020-12-22,"Antigen by DFA/IF","NEGATIVE",1785,3317,12151
2020-12-22,"PCR/amplification","NEGATIVE",7049,3317,12151
2020-12-22,"Antigen by DFA/IF","POSITIVE",587,3317,12151
2020-12-22,"PCR/amplification","POSITIVE",2730,3317,12151
2020-12-23,"Antigen by DFA/IF","NEGATIVE",1590,2534,9737
2020-12-23,"PCR/amplification","NEGATIVE",5613,2534,9737
2020-12-23,"Antigen by DFA/IF","POSITIVE",563,2534,9737
2020-12-23,"PCR/amplification","POSITIVE",1971,2534,9737
2020-12-24,"Antigen by DFA/IF","NEGATIVE",783,2097,7968
2020-12-24,"PCR/amplification","NEGATIVE",5088,2097,7968
2020-12-24,"Antigen by DFA/IF","POSITIVE",285,2097,7968
2020-12-24,"PCR/amplification","POSITIVE",1812,2097,7968
2020-12-25,"Antigen by DFA/IF","NEGATIVE",119,915,3560
2020-12-25,"PCR/amplification","NEGATIVE",2526,915,3560
2020-12-25,"Antigen by DFA/IF","POSITIVE",38,915,3560
2020-12-25,"PCR/amplification","POSITIVE",877,915,3560
2020-12-26,"Antigen by DFA/IF","NEGATIVE",617,1228,4061
2020-12-26,"PCR/amplification","NEGATIVE",2216,1228,4061
2020-12-26,"Antigen by DFA/IF","POSITIVE",448,1228,4061
2020-12-26,"PCR/amplification","POSITIVE",780,1228,4061
2020-12-27,"Antigen by DFA/IF","NEGATIVE",391,1713,5265
2020-12-27,"PCR/amplification","NEGATIVE",3161,1713,5265
2020-12-27,"Antigen by DFA/IF","POSITIVE",206,1713,5265
2020-12-27,"PCR/amplification","POSITIVE",1507,1713,5265
2020-12-28,"Antigen by DFA/IF","NEGATIVE",1940,2747,8120
2020-12-28,"PCR/amplification","NEGATIVE",3433,2747,8120
2020-12-28,"Antigen by DFA/IF","POSITIVE",951,2747,8120
2020-12-28,"PCR/amplification","POSITIVE",1796,2747,8120
2020-12-29,"Antigen by DFA/IF","NEGATIVE",1403,4001,12129
2020-12-29,"PCR/amplification","NEGATIVE",6725,4001,12129
2020-12-29,"Antigen by DFA/IF","POSITIVE",615,4001,12129
2020-12-29,"PCR/amplification","POSITIVE",3386,4001,12129
2020-12-30,"Antigen by DFA/IF","NEGATIVE",1311,4147,11621
2020-12-30,"PCR/amplification","NEGATIVE",6163,4147,11621
2020-12-30,"Antigen by DFA/IF","POSITIVE",662,4147,11621
2020-12-30,"PCR/amplification","POSITIVE",3485,4147,11621
2020-12-31,"Antigen by DFA/IF","NEGATIVE",1187,2986,9222
2020-12-31,"PCR/amplification","NEGATIVE",5049,2986,9222
2020-12-31,"Antigen by DFA/IF","POSITIVE",432,2986,9222
2020-12-31,"PCR/amplification","POSITIVE",2554,2986,9222
2021-01-01,"Antigen by DFA/IF","NEGATIVE",358,1891,5997
2021-01-01,"PCR/amplification","NEGATIVE",3748,1891,5997
2021-01-01,"Antigen by DFA/IF","POSITIVE",207,1891,5997
2021-01-01,"PCR/amplification","POSITIVE",1684,1891,5997
2021-01-02,"Antigen by DFA/IF","NEGATIVE",914,1910,5636
2021-01-02,"PCR/amplification","NEGATIVE",2812,1910,5636
2021-01-02,"Antigen by DFA/IF","POSITIVE",518,1910,5636
2021-01-02,"PCR/amplification","POSITIVE",1392,1910,5636
2021-01-03,"Antigen by DFA/IF","NEGATIVE",875,2217,6901
2021-01-03,"PCR/amplification","NEGATIVE",3809,2217,6901
2021-01-03,"Antigen by DFA/IF","POSITIVE",306,2217,6901
2021-01-03,"PCR/amplification","POSITIVE",1911,2217,6901
2021-01-04,"Antigen by DFA/IF","NEGATIVE",4251,3171,11264
2021-01-04,"PCR/amplification","NEGATIVE",3842,3171,11264
2021-01-04,"Antigen by DFA/IF","POSITIVE",1221,3171,11264
2021-01-04,"PCR/amplification","POSITIVE",1950,3171,11264
2021-01-05,"Antigen by DFA/IF","NEGATIVE",3688,4932,16658
2021-01-05,"PCR/amplification","NEGATIVE",8038,4932,16658
2021-01-05,"Antigen by DFA/IF","POSITIVE",978,4932,16658
2021-01-05,"PCR/amplification","POSITIVE",3954,4932,16658
2021-01-06,"Antigen by DFA/IF","NEGATIVE",4336,4126,15240
2021-01-06,"PCR/amplification","NEGATIVE",6778,4126,15240
2021-01-06,"Antigen by DFA/IF","POSITIVE",983,4126,15240
2021-01-06,"PCR/amplification","POSITIVE",3143,4126,15240
2021-01-07,"Antigen by DFA/IF","NEGATIVE",3690,3508,13323
2021-01-07,"PCR/amplification","NEGATIVE",6125,3508,13323
2021-01-07,"Antigen by DFA/IF","POSITIVE",815,3508,13323
2021-01-07,"PCR/amplification","POSITIVE",2693,3508,13323
2021-01-08,"Antigen by DFA/IF","NEGATIVE",5448,2819,13740
2021-01-08,"PCR/amplification","NEGATIVE",5473,2819,13740
2021-01-08,"Antigen by DFA/IF","POSITIVE",765,2819,13740
2021-01-08,"PCR/amplification","POSITIVE",2054,2819,13740
2021-01-09,"Antigen by DFA/IF","NEGATIVE",2361,2430,11676
2021-01-09,"PCR/amplification","NEGATIVE",6885,2430,11676
2021-01-09,"Antigen by DFA/IF","POSITIVE",453,2430,11676
2021-01-09,"PCR/amplification","POSITIVE",1977,2430,11676
2021-01-10,"Antigen by DFA/IF","NEGATIVE",426,1360,4839
2021-01-10,"PCR/amplification","NEGATIVE",3053,1360,4839
2021-01-10,"Antigen by DFA/IF","POSITIVE",191,1360,4839
2021-01-10,"PCR/amplification","POSITIVE",1169,1360,4839
2021-01-11,"Antigen by DFA/IF","NEGATIVE",5716,1974,10893
2021-01-11,"PCR/amplification","NEGATIVE",3203,1974,10893
2021-01-11,"Antigen by DFA/IF","POSITIVE",890,1974,10893
2021-01-11,"PCR/amplification","POSITIVE",1084,1974,10893
2021-01-12,"Antigen by DFA/IF","NEGATIVE",5074,2947,14675
2021-01-12,"PCR/amplification","NEGATIVE",6654,2947,14675
2021-01-12,"Antigen by DFA/IF","POSITIVE",682,2947,14675
2021-01-12,"PCR/amplification","POSITIVE",2265,2947,14675
2021-01-13,"Antigen by DFA/IF","NEGATIVE",4960,2359,13033
2021-01-13,"PCR/amplification","NEGATIVE",5714,2359,13033
2021-01-13,"Antigen by DFA/IF","POSITIVE",620,2359,13033
2021-01-13,"PCR/amplification","POSITIVE",1739,2359,13033
2021-01-14,"Antigen by DFA/IF","NEGATIVE",5032,2214,12147
2021-01-14,"PCR/amplification","NEGATIVE",4901,2214,12147
2021-01-14,"Antigen by DFA/IF","POSITIVE",546,2214,12147
2021-01-14,"PCR/amplification","POSITIVE",1668,2214,12147
2021-01-15,"Antigen by DFA/IF","NEGATIVE",3987,1925,10388
2021-01-15,"PCR/amplification","NEGATIVE",4476,1925,10388
2021-01-15,"Antigen by DFA/IF","POSITIVE",555,1925,10388
2021-01-15,"PCR/amplification","POSITIVE",1370,1925,10388
2021-01-16,"Antigen by DFA/IF","NEGATIVE",1837,1856,8250
2021-01-16,"PCR/amplification","NEGATIVE",4557,1856,8250
2021-01-16,"Antigen by DFA/IF","POSITIVE",407,1856,8250
2021-01-16,"PCR/amplification","POSITIVE",1449,1856,8250
2021-01-17,"Antigen by DFA/IF","NEGATIVE",268,853,3716
2021-01-17,"PCR/amplification","NEGATIVE",2595,853,3716
2021-01-17,"Antigen by DFA/IF","POSITIVE",116,853,3716
2021-01-17,"PCR/amplification","POSITIVE",737,853,3716
2021-01-18,"Antigen by DFA/IF","NEGATIVE",1687,1467,5995
2021-01-18,"PCR/amplification","NEGATIVE",2841,1467,5995
2021-01-18,"Antigen by DFA/IF","POSITIVE",563,1467,5995
2021-01-18,"PCR/amplification","POSITIVE",904,1467,5995
2021-01-19,"Antigen by DFA/IF","NEGATIVE",5845,2587,13969
2021-01-19,"PCR/amplification","NEGATIVE",5537,2587,13969
2021-01-19,"Antigen by DFA/IF","POSITIVE",728,2587,13969
2021-01-19,"PCR/amplification","POSITIVE",1859,2587,13969
2021-01-20,"Antigen by DFA/IF","NEGATIVE",6261,2091,12882
2021-01-20,"PCR/amplification","NEGATIVE",4530,2091,12882
2021-01-20,"Antigen by DFA/IF","POSITIVE",613,2091,12882
2021-01-20,"PCR/amplification","POSITIVE",1478,2091,12882
2021-01-21,"Antigen by DFA/IF","NEGATIVE",4841,1951,12056
2021-01-21,"PCR/amplification","NEGATIVE",5264,1951,12056
2021-01-21,"Antigen by DFA/IF","POSITIVE",529,1951,12056
2021-01-21,"PCR/amplification","POSITIVE",1422,1951,12056
2021-01-22,"Antigen by DFA/IF","NEGATIVE",3059,1766,9576
2021-01-22,"PCR/amplification","NEGATIVE",4751,1766,9576
2021-01-22,"Antigen by DFA/IF","POSITIVE",561,1766,9576
2021-01-22,"PCR/amplification","POSITIVE",1205,1766,9576
2021-01-23,"Antigen by DFA/IF","NEGATIVE",1071,1424,7169
2021-01-23,"PCR/amplification","NEGATIVE",4674,1424,7169
2021-01-23,"Antigen by DFA/IF","POSITIVE",291,1424,7169
2021-01-23,"PCR/amplification","POSITIVE",1133,1424,7169
2021-01-24,"Antigen by DFA/IF","NEGATIVE",308,792,4002
2021-01-24,"PCR/amplification","NEGATIVE",2902,792,4002
2021-01-24,"Antigen by DFA/IF","POSITIVE",108,792,4002
2021-01-24,"PCR/amplification","POSITIVE",684,792,4002
2021-01-25,"Antigen by DFA/IF","NEGATIVE",5779,1638,10281
2021-01-25,"PCR/amplification","NEGATIVE",2864,1638,10281
2021-01-25,"Antigen by DFA/IF","POSITIVE",828,1638,10281
2021-01-25,"PCR/amplification","POSITIVE",810,1638,10281
2021-01-26,"Antigen by DFA/IF","NEGATIVE",3550,2050,11526
2021-01-26,"PCR/amplification","NEGATIVE",5926,2050,11526
2021-01-26,"Antigen by DFA/IF","POSITIVE",470,2050,11526
2021-01-26,"PCR/amplification","POSITIVE",1580,2050,11526
2021-01-27,"Antigen by DFA/IF","NEGATIVE",4231,1605,10803
2021-01-27,"PCR/amplification","NEGATIVE",4967,1605,10803
2021-01-27,"Antigen by DFA/IF","POSITIVE",483,1605,10803
2021-01-27,"PCR/amplification","POSITIVE",1122,1605,10803
2021-01-28,"Antigen by DFA/IF","NEGATIVE",2998,1428,9010
2021-01-28,"PCR/amplification","NEGATIVE",4584,1428,9010
2021-01-28,"Antigen by DFA/IF","POSITIVE",410,1428,9010
2021-01-28,"PCR/amplification","POSITIVE",1018,1428,9010
2021-01-29,"Antigen by DFA/IF","NEGATIVE",2451,1485,8440
2021-01-29,"PCR/amplification","NEGATIVE",4504,1485,8440
2021-01-29,"Antigen by DFA/IF","POSITIVE",457,1485,8440
2021-01-29,"PCR/amplification","POSITIVE",1028,1485,8440
2021-01-30,"Antigen by DFA/IF","NEGATIVE",1116,1219,6882
2021-01-30,"PCR/amplification","NEGATIVE",4547,1219,6882
2021-01-30,"Antigen by DFA/IF","POSITIVE",320,1219,6882
2021-01-30,"PCR/amplification","POSITIVE",899,1219,6882
2021-01-31,"Antigen by DFA/IF","NEGATIVE",211,577,3523
2021-01-31,"PCR/amplification","NEGATIVE",2735,577,3523
2021-01-31,"Antigen by DFA/IF","POSITIVE",71,577,3523
2021-01-31,"PCR/amplification","POSITIVE",506,577,3523
2021-02-01,"Antigen by DFA/IF","NEGATIVE",4632,1209,8640
2021-02-01,"PCR/amplification","NEGATIVE",2799,1209,8640
2021-02-01,"Antigen by DFA/IF","POSITIVE",603,1209,8640
2021-02-01,"PCR/amplification","POSITIVE",606,1209,8640
2021-02-02,"Antigen by DFA/IF","NEGATIVE",2824,1651,10010
2021-02-02,"PCR/amplification","NEGATIVE",5535,1651,10010
2021-02-02,"Antigen by DFA/IF","POSITIVE",389,1651,10010
2021-02-02,"PCR/amplification","POSITIVE",1262,1651,10010
2021-02-03,"Antigen by DFA/IF","NEGATIVE",2588,1236,8483
2021-02-03,"PCR/amplification","NEGATIVE",4659,1236,8483
2021-02-03,"Antigen by DFA/IF","POSITIVE",372,1236,8483
2021-02-03,"PCR/amplification","POSITIVE",864,1236,8483
2021-02-04,"Antigen by DFA/IF","NEGATIVE",2814,1150,8288
2021-02-04,"PCR/amplification","NEGATIVE",4324,1150,8288
2021-02-04,"Antigen by DFA/IF","POSITIVE",327,1150,8288
2021-02-04,"PCR/amplification","POSITIVE",823,1150,8288
2021-02-05,"Antigen by DFA/IF","NEGATIVE",2545,1131,7847
2021-02-05,"PCR/amplification","NEGATIVE",4171,1131,7847
2021-02-05,"Antigen by DFA/IF","POSITIVE",344,1131,7847
2021-02-05,"PCR/amplification","POSITIVE",787,1131,7847
2021-02-06,"Antigen by DFA/IF","NEGATIVE",1132,837,5725
2021-02-06,"PCR/amplification","NEGATIVE",3756,837,5725
2021-02-06,"Antigen by DFA/IF","POSITIVE",225,837,5725
2021-02-06,"PCR/amplification","POSITIVE",612,837,5725
2021-02-07,"Antigen by DFA/IF","NEGATIVE",267,480,3423
2021-02-07,"PCR/amplification","NEGATIVE",2676,480,3423
2021-02-07,"Antigen by DFA/IF","POSITIVE",62,480,3423
2021-02-07,"PCR/amplification","POSITIVE",418,480,3423
2021-02-08,"Antigen by DFA/IF","NEGATIVE",4523,1002,8050
2021-02-08,"PCR/amplification","NEGATIVE",2525,1002,8050
2021-02-08,"Antigen by DFA/IF","POSITIVE",557,1002,8050
2021-02-08,"PCR/amplification","POSITIVE",445,1002,8050
2021-02-09,"Antigen by DFA/IF","NEGATIVE",2839,1433,9643
2021-02-09,"PCR/amplification","NEGATIVE",5371,1433,9643
2021-02-09,"Antigen by DFA/IF","POSITIVE",423,1433,9643
2021-02-09,"PCR/amplification","POSITIVE",1010,1433,9643
2021-02-10,"Antigen by DFA/IF","NEGATIVE",2628,1166,8692
2021-02-10,"PCR/amplification","NEGATIVE",4898,1166,8692
2021-02-10,"Antigen by DFA/IF","POSITIVE",334,1166,8692
2021-02-10,"PCR/amplification","POSITIVE",832,1166,8692
2021-02-11,"Antigen by DFA/IF","NEGATIVE",2429,961,7641
2021-02-11,"PCR/amplification","NEGATIVE",4251,961,7641
2021-02-11,"Antigen by DFA/IF","POSITIVE",268,961,7641
2021-02-11,"PCR/amplification","POSITIVE",693,961,7641
2021-02-12,"Antigen by DFA/IF","NEGATIVE",2101,927,6679
2021-02-12,"PCR/amplification","NEGATIVE",3651,927,6679
2021-02-12,"Antigen by DFA/IF","POSITIVE",314,927,6679
2021-02-12,"PCR/amplification","POSITIVE",613,927,6679
2021-02-13,"Antigen by DFA/IF","NEGATIVE",818,790,5251
2021-02-13,"PCR/amplification","NEGATIVE",3643,790,5251
2021-02-13,"Antigen by DFA/IF","POSITIVE",184,790,5251
2021-02-13,"PCR/amplification","POSITIVE",606,790,5251
2021-02-14,"Antigen by DFA/IF","NEGATIVE",216,417,2791
2021-02-14,"PCR/amplification","NEGATIVE",2158,417,2791
2021-02-14,"Antigen by DFA/IF","POSITIVE",48,417,2791
2021-02-14,"PCR/amplification","POSITIVE",369,417,2791
2021-02-15,"Antigen by DFA/IF","NEGATIVE",1118,543,4074
2021-02-15,"PCR/amplification","NEGATIVE",2413,543,4074
2021-02-15,"Antigen by DFA/IF","POSITIVE",199,543,4074
2021-02-15,"PCR/amplification","POSITIVE",344,543,4074
2021-02-16,"Antigen by DFA/IF","NEGATIVE",3444,1189,8827
2021-02-16,"PCR/amplification","NEGATIVE",4194,1189,8827
2021-02-16,"Antigen by DFA/IF","POSITIVE",443,1189,8827
2021-02-16,"PCR/amplification","POSITIVE",746,1189,8827
2021-02-17,"Antigen by DFA/IF","NEGATIVE",2420,896,7501
2021-02-17,"PCR/amplification","NEGATIVE",4185,896,7501
2021-02-17,"Antigen by DFA/IF","POSITIVE",234,896,7501
2021-02-17,"PCR/amplification","POSITIVE",662,896,7501
2021-02-18,"Antigen by DFA/IF","NEGATIVE",2836,881,7301
2021-02-18,"PCR/amplification","NEGATIVE",3584,881,7301
2021-02-18,"Antigen by DFA/IF","POSITIVE",278,881,7301
2021-02-18,"PCR/amplification","POSITIVE",603,881,7301
2021-02-19,"Antigen by DFA/IF","NEGATIVE",2490,869,7498
2021-02-19,"PCR/amplification","NEGATIVE",4139,869,7498
2021-02-19,"Antigen by DFA/IF","POSITIVE",280,869,7498
2021-02-19,"PCR/amplification","POSITIVE",589,869,7498
2021-02-20,"Antigen by DFA/IF","NEGATIVE",845,624,5035
2021-02-20,"PCR/amplification","NEGATIVE",3566,624,5035
2021-02-20,"Antigen by DFA/IF","POSITIVE",176,624,5035
2021-02-20,"PCR/amplification","POSITIVE",448,624,5035
2021-02-21,"Antigen by DFA/IF","NEGATIVE",265,296,2804
2021-02-21,"PCR/amplification","NEGATIVE",2243,296,2804
2021-02-21,"Antigen by DFA/IF","POSITIVE",44,296,2804
2021-02-21,"PCR/amplification","POSITIVE",252,296,2804
2021-02-22,"Antigen by DFA/IF","NEGATIVE",3513,799,7382
2021-02-22,"PCR/amplification","NEGATIVE",3070,799,7382
2021-02-22,"Antigen by DFA/IF","POSITIVE",390,799,7382
2021-02-22,"PCR/amplification","POSITIVE",409,799,7382
2021-02-23,"Antigen by DFA/IF","NEGATIVE",2921,860,8684
2021-02-23,"PCR/amplification","NEGATIVE",4903,860,8684
2021-02-23,"Antigen by DFA/IF","POSITIVE",216,860,8684
2021-02-23,"PCR/amplification","POSITIVE",644,860,8684
2021-02-24,"Antigen by DFA/IF","NEGATIVE",2630,766,7856
2021-02-24,"PCR/amplification","NEGATIVE",4460,766,7856
2021-02-24,"Antigen by DFA/IF","POSITIVE",235,766,7856
2021-02-24,"PCR/amplification","POSITIVE",531,766,7856
2021-02-25,"Antigen by DFA/IF","NEGATIVE",2596,703,7080
2021-02-25,"PCR/amplification","NEGATIVE",3781,703,7080
2021-02-25,"Antigen by DFA/IF","POSITIVE",238,703,7080
2021-02-25,"PCR/amplification","POSITIVE",465,703,7080
2021-02-26,"Antigen by DFA/IF","NEGATIVE",1797,578,5707
2021-02-26,"PCR/amplification","NEGATIVE",3332,578,5707
2021-02-26,"Antigen by DFA/IF","POSITIVE",193,578,5707
2021-02-26,"PCR/amplification","POSITIVE",385,578,5707
2021-02-27,"Antigen by DFA/IF","NEGATIVE",713,454,4745
2021-02-27,"PCR/amplification","NEGATIVE",3578,454,4745
2021-02-27,"Antigen by DFA/IF","POSITIVE",117,454,4745
2021-02-27,"PCR/amplification","POSITIVE",337,454,4745
2021-02-28,"Antigen by DFA/IF","NEGATIVE",254,267,2780
2021-02-28,"PCR/amplification","NEGATIVE",2259,267,2780
2021-02-28,"Antigen by DFA/IF","POSITIVE",39,267,2780
2021-02-28,"PCR/amplification","POSITIVE",228,267,2780
2021-03-01,"Antigen by DFA/IF","NEGATIVE",3180,638,6981
2021-03-01,"PCR/amplification","NEGATIVE",3163,638,6981
2021-03-01,"Antigen by DFA/IF","POSITIVE",350,638,6981
2021-03-01,"PCR/amplification","POSITIVE",288,638,6981
2021-03-02,"Antigen by DFA/IF","NEGATIVE",3026,700,8435
2021-03-02,"PCR/amplification","NEGATIVE",4709,700,8435
2021-03-02,"Antigen by DFA/IF","POSITIVE",222,700,8435
2021-03-02,"PCR/amplification","POSITIVE",478,700,8435
2021-03-03,"Antigen by DFA/IF","NEGATIVE",2424,605,7546
2021-03-03,"PCR/amplification","NEGATIVE",4517,605,7546
2021-03-03,"Antigen by DFA/IF","POSITIVE",191,605,7546
2021-03-03,"PCR/amplification","POSITIVE",414,605,7546
2021-03-04,"Antigen by DFA/IF","NEGATIVE",2948,572,7347
2021-03-04,"PCR/amplification","NEGATIVE",3827,572,7347
2021-03-04,"Antigen by DFA/IF","POSITIVE",189,572,7347
2021-03-04,"PCR/amplification","POSITIVE",383,572,7347
2021-03-05,"Antigen by DFA/IF","NEGATIVE",2408,596,7020
2021-03-05,"PCR/amplification","NEGATIVE",4016,596,7020
2021-03-05,"Antigen by DFA/IF","POSITIVE",209,596,7020
2021-03-05,"PCR/amplification","POSITIVE",387,596,7020
2021-03-06,"Antigen by DFA/IF","NEGATIVE",626,388,4558
2021-03-06,"PCR/amplification","NEGATIVE",3544,388,4558
2021-03-06,"Antigen by DFA/IF","POSITIVE",103,388,4558
2021-03-06,"PCR/amplification","POSITIVE",285,388,4558
2021-03-07,"Antigen by DFA/IF","NEGATIVE",302,243,2345
2021-03-07,"PCR/amplification","NEGATIVE",1800,243,2345
2021-03-07,"Antigen by DFA/IF","POSITIVE",52,243,2345
2021-03-07,"PCR/amplification","POSITIVE",191,243,2345
2021-03-08,"Antigen by DFA/IF","NEGATIVE",3789,665,7579
2021-03-08,"PCR/amplification","NEGATIVE",3125,665,7579
