"Age Group","Hospital Admission Date","7-Day Average"
"15-24",2021-06-23,1.4
"15-24",2021-06-24,1.4
"15-24",2021-06-25,1.6
"15-24",2021-06-26,1.4
"15-24",2021-06-27,1.3
"15-24",2021-06-28,1.1
"15-24",2021-06-29,1
"15-24",2021-06-30,0.9
"15-24",2021-07-01,0.9
"15-24",2021-07-02,0.6
"15-24",2021-07-03,0.7
"15-24",2021-07-04,0.7
"15-24",2021-07-05,0.7
"15-24",2021-07-06,1.1
"15-24",2021-07-07,1.1
"15-24",2021-07-08,1.4
"15-24",2021-07-09,1.7
"15-24",2021-07-10,1.6
"15-24",2021-07-11,1.7
"15-24",2021-07-12,2.7
"15-24",2021-07-13,2.6
"15-24",2021-07-14,3
"15-24",2021-07-15,2.6
"15-24",2021-07-16,2.4
"15-24",2021-07-17,2.4
"15-24",2021-07-18,2.1
"15-24",2021-07-19,1.3
"15-24",2021-07-20,1
"15-24",2021-07-21,0.7
"15-24",2021-07-22,0.9
"15-24",2021-07-23,1
"15-24",2021-07-24,1.3
"15-24",2021-07-25,1.6
"15-24",2021-07-26,1.9
"15-24",2021-07-27,2
"15-24",2021-07-28,2.3
"15-24",2021-07-29,2.9
"15-24",2021-07-30,2.9
"15-24",2021-07-31,2.7
"15-24",2021-08-01,2.6
"15-24",2021-08-02,2.4
"15-24",2021-08-03,2.4
"15-24",2021-08-04,2.6
"15-24",2021-08-05,2
"15-24",2021-08-06,2
"15-24",2021-08-07,1.9
"15-24",2021-08-08,1.7
"15-24",2021-08-09,2.1
"15-24",2021-08-10,2.6
"15-24",2021-08-11,2.9
"15-24",2021-08-12,3.1
"15-24",2021-08-13,3.6
"15-24",2021-08-14,4.3
"15-24",2021-08-15,4.7
"15-24",2021-08-16,4.4
"15-24",2021-08-17,4.6
"15-24",2021-08-18,4.3
"15-24",2021-08-19,4.4
"15-24",2021-08-20,3.9
"15-24",2021-08-21,3.3
"15-24",2021-08-22,2.9
"15-24",2021-08-23,3.1
"15-24",2021-08-24,3
"15-24",2021-08-25,2.9
"15-24",2021-08-26,2.4
"15-24",2021-08-27,2.7
"15-24",2021-08-28,2.7
"15-24",2021-08-29,2.9
"15-24",2021-08-30,2.4
"15-24",2021-08-31,2
"15-24",2021-09-01,2
"15-24",2021-09-02,2.4
"15-24",2021-09-03,2.1
"15-24",2021-09-04,2.7
"15-24",2021-09-05,2.9
"15-24",2021-09-06,2.7
"15-24",2021-09-07,3.1
"15-24",2021-09-08,3.1
"15-24",2021-09-09,3.4
"15-24",2021-09-10,3.7
"15-24",2021-09-11,3.6
"15-24",2021-09-12,3.9
"15-24",2021-09-13,4
"15-24",2021-09-14,3.9
"15-24",2021-09-15,4.1
"15-24",2021-09-16,3.4
"15-24",2021-09-17,3.1
"15-24",2021-09-18,2.9
"15-24",2021-09-19,2.6
"15-24",2021-09-20,2.7
"15-24",2021-09-21,3.1
"15-24",2021-09-22,3.3
"15-24",2021-09-23,3.3
"15-24",2021-09-24,3.3
"15-24",2021-09-25,3.6
"15-24",2021-09-26,3.7
"15-24",2021-09-27,4.1
"15-24",2021-09-28,4.1
"15-24",2021-09-29,3.6
"15-24",2021-09-30,4.1
"15-24",2021-10-01,4.9
"15-24",2021-10-02,4.6
"15-24",2021-10-03,4.4
"15-24",2021-10-04,3.9
"15-24",2021-10-05,3.3
"15-24",2021-10-06,3.7
"15-24",2021-10-07,3.3
"15-24",2021-10-08,3.1
"15-24",2021-10-09,3.9
"15-24",2021-10-10,3.6
"15-24",2021-10-11,3.3
"15-24",2021-10-12,3.1
"15-24",2021-10-13,2.7
"15-24",2021-10-14,2.6
"15-24",2021-10-15,2.1
"15-24",2021-10-16,1.4
"15-24",2021-10-17,2.1
"15-24",2021-10-18,2.6
"15-24",2021-10-19,2.6
"15-24",2021-10-20,2.7
"15-24",2021-10-21,2.9
"15-24",2021-10-22,3
"15-24",2021-10-23,2.9
"15-24",2021-10-24,2.3
"15-24",2021-10-25,2
"15-24",2021-10-26,1.9
"15-24",2021-10-27,2.1
"15-24",2021-10-28,2.3
"15-24",2021-10-29,2.6
"15-24",2021-10-30,3
"15-24",2021-10-31,2.9
"15-24",2021-11-01,3.4
"15-24",2021-11-02,4
"15-24",2021-11-03,3.4
"15-24",2021-11-04,3.3
"15-24",2021-11-05,3
"15-24",2021-11-06,2.6
"15-24",2021-11-07,2.7
"15-24",2021-11-08,2.6
"15-24",2021-11-09,2.6
"15-24",2021-11-10,2.7
"15-24",2021-11-11,2.7
"15-24",2021-11-12,2.4
"15-24",2021-11-13,2.3
"15-24",2021-11-14,2.7
"15-24",2021-11-15,2.6
"15-24",2021-11-16,2.3
"15-24",2021-11-17,2.3
"15-24",2021-11-18,2.4
"15-24",2021-11-19,2.3
"15-24",2021-11-20,2.6
"15-24",2021-11-21,2.1
"15-24",2021-11-22,2
"15-24",2021-11-23,1.9
"15-24",2021-11-24,1.9
"15-24",2021-11-25,1.4
"15-24",2021-11-26,1.4
"15-24",2021-11-27,1.7
"15-24",2021-11-28,2
"15-24",2021-11-29,1.7
"15-24",2021-11-30,1.7
"15-24",2021-12-01,1.7
"15-24",2021-12-02,2.3
"15-24",2021-12-03,2.9
"15-24",2021-12-04,2.7
"15-24",2021-12-05,2.3
"15-24",2021-12-06,2.9
"15-24",2021-12-07,3.3
"15-24",2021-12-08,3.3
"15-24",2021-12-09,3.1
"15-24",2021-12-10,2.6
"15-24",2021-12-11,2.3
"15-24",2021-12-12,2.4
"15-24",2021-12-13,2.1
"15-24",2021-12-14,2
"15-24",2021-12-15,2
"15-24",2021-12-16,1.7
"15-24",2021-12-17,1.9
"15-24",2021-12-18,2
"15-24",2021-12-19,2
"15-24",2021-12-20,1.9
"15-24",2021-12-21,2.1
"15-24",2021-12-22,2.3
"15-24",2021-12-23,2.3
"15-24",2021-12-24,2.3
"15-24",2021-12-25,2.1
"15-24",2021-12-26,2.4
"15-24",2021-12-27,2.7
"15-24",2021-12-28,2
"15-24",2021-12-29,2
"15-24",2021-12-30,1.9
"25-44",2020-03-06,NA
"25-44",2020-03-07,NA
"25-44",2020-03-08,NA
"25-44",2020-03-09,NA
"25-44",2020-03-10,NA
"25-44",2020-03-11,NA
"25-44",2020-03-12,0.3
"25-44",2020-03-13,0.4
"25-44",2020-03-14,0.4
"25-44",2020-03-15,0.6
"25-44",2020-03-16,0.6
"25-44",2020-03-17,0.7
"25-44",2020-03-18,0.7
"25-44",2020-03-19,0.4
"25-44",2020-03-20,0.4
"25-44",2020-03-21,0.4
"25-44",2020-03-22,0.3
"25-44",2020-03-23,0.3
"25-44",2020-03-24,0.1
"25-44",2020-03-25,0.1
"25-44",2020-03-26,0.4
"25-44",2020-03-27,0.4
"25-44",2020-03-28,0.4
"25-44",2020-03-29,0.9
"25-44",2020-03-30,1.3
"25-44",2020-03-31,1.3
"25-44",2020-04-01,1.3
"25-44",2020-04-02,1
"25-44",2020-04-03,0.9
"25-44",2020-04-04,1
"25-44",2020-04-05,1
"25-44",2020-04-06,1.3
"25-44",2020-04-07,1.4
"25-44",2020-04-08,2.3
"25-44",2020-04-09,2.6
"25-44",2020-04-10,3
"25-44",2020-04-11,3
"25-44",2020-04-12,2.9
"25-44",2020-04-13,2.9
"25-44",2020-04-14,3
"25-44",2020-04-15,2.9
"25-44",2020-04-16,2.7
"25-44",2020-04-17,2.7
"25-44",2020-04-18,2.7
"25-44",2020-04-19,2.7
"25-44",2020-04-20,2.3
"25-44",2020-04-21,2.4
"25-44",2020-04-22,2.3
"25-44",2020-04-23,3
"25-44",2020-04-24,3.1
"25-44",2020-04-25,3.1
"25-44",2020-04-26,3
"25-44",2020-04-27,3.1
"25-44",2020-04-28,2.9
"25-44",2020-04-29,2.4
"25-44",2020-04-30,2.1
"25-44",2020-05-01,2.6
"25-44",2020-05-02,2.6
"25-44",2020-05-03,3
"25-44",2020-05-04,3
"25-44",2020-05-05,3.3
"25-44",2020-05-06,3.7
"25-44",2020-05-07,3.6
"25-44",2020-05-08,3.1
"25-44",2020-05-09,3.3
"25-44",2020-05-10,3
"25-44",2020-05-11,3.3
"25-44",2020-05-12,3.4
"25-44",2020-05-13,3.6
"25-44",2020-05-14,3.4
"25-44",2020-05-15,3
"25-44",2020-05-16,3.3
"25-44",2020-05-17,3.3
"25-44",2020-05-18,2.7
"25-44",2020-05-19,2.4
"25-44",2020-05-20,2
"25-44",2020-05-21,2.6
"25-44",2020-05-22,2.9
"25-44",2020-05-23,3
"25-44",2020-05-24,2.7
"25-44",2020-05-25,2.6
"25-44",2020-05-26,3.3
"25-44",2020-05-27,4.1
"25-44",2020-05-28,3.6
"25-44",2020-05-29,3.3
"25-44",2020-05-30,2.9
"25-44",2020-05-31,3.3
"25-44",2020-06-01,3.7
"25-44",2020-06-02,3.3
"25-44",2020-06-03,2.6
"25-44",2020-06-04,3.1
"25-44",2020-06-05,3.9
"25-44",2020-06-06,4
"25-44",2020-06-07,4.7
"25-44",2020-06-08,4.7
"25-44",2020-06-09,4.7
"25-44",2020-06-10,5
"25-44",2020-06-11,5
"25-44",2020-06-12,4.9
"25-44",2020-06-13,5
"25-44",2020-06-14,4.3
"25-44",2020-06-15,5
"25-44",2020-06-16,5.1
"25-44",2020-06-17,4.9
"25-44",2020-06-18,5.3
"25-44",2020-06-19,5.1
"25-44",2020-06-20,5
"25-44",2020-06-21,4.9
"25-44",2020-06-22,4.3
"25-44",2020-06-23,4.6
"25-44",2020-06-24,5.6
"25-44",2020-06-25,5.1
"25-44",2020-06-26,5.4
"25-44",2020-06-27,5.7
"25-44",2020-06-28,6.1
"25-44",2020-06-29,6.6
"25-44",2020-06-30,6.7
"25-44",2020-07-01,6.7
"25-44",2020-07-02,7.1
"25-44",2020-07-03,7
"25-44",2020-07-04,7.4
"25-44",2020-07-05,8
"25-44",2020-07-06,7.9
"25-44",2020-07-07,7.9
"25-44",2020-07-08,7.1
"25-44",2020-07-09,7.1
"25-44",2020-07-10,7.4
"25-44",2020-07-11,7.3
"25-44",2020-07-12,6.1
"25-44",2020-07-13,6.1
"25-44",2020-07-14,6
"25-44",2020-07-15,6.3
"25-44",2020-07-16,5.6
"25-44",2020-07-17,6.1
"25-44",2020-07-18,5.9
"25-44",2020-07-19,7.4
"25-44",2020-07-20,7.3
"25-44",2020-07-21,6.7
"25-44",2020-07-22,6.6
"25-44",2020-07-23,6.9
"25-44",2020-07-24,6.4
"25-44",2020-07-25,6.6
"25-44",2020-07-26,5.9
"25-44",2020-07-27,6.4
"25-44",2020-07-28,6.7
"25-44",2020-07-29,7.3
"25-44",2020-07-30,8.1
"25-44",2020-07-31,8
"25-44",2020-08-01,7.7
"25-44",2020-08-02,7.3
"25-44",2020-08-03,6.6
"25-44",2020-08-04,6.9
"25-44",2020-08-05,6.4
"25-44",2020-08-06,5.3
"25-44",2020-08-07,5
"25-44",2020-08-08,5
"25-44",2020-08-09,4.9
"25-44",2020-08-10,5.6
"25-44",2020-08-11,5.6
"25-44",2020-08-12,6.1
"25-44",2020-08-13,6.3
"25-44",2020-08-14,6.7
"25-44",2020-08-15,6.7
"25-44",2020-08-16,7.1
"25-44",2020-08-17,6.4
"25-44",2020-08-18,5.6
"25-44",2020-08-19,4.7
"25-44",2020-08-20,5.3
"25-44",2020-08-21,5.1
"25-44",2020-08-22,5
"25-44",2020-08-23,4.6
"25-44",2020-08-24,5.4
"25-44",2020-08-25,6.4
"25-44",2020-08-26,6.9
"25-44",2020-08-27,6.4
"25-44",2020-08-28,6.4
"25-44",2020-08-29,6.4
"25-44",2020-08-30,6.7
"25-44",2020-08-31,5.7
"25-44",2020-09-01,5.3
"25-44",2020-09-02,4.9
"25-44",2020-09-03,5
"25-44",2020-09-04,5.1
"25-44",2020-09-05,5.4
"25-44",2020-09-06,5
"25-44",2020-09-07,5.4
"25-44",2020-09-08,5.4
"25-44",2020-09-09,6.3
"25-44",2020-09-10,5.9
"25-44",2020-09-11,5.7
"25-44",2020-09-12,5.6
"25-44",2020-09-13,6.3
"25-44",2020-09-14,6.4
"25-44",2020-09-15,6.6
"25-44",2020-09-16,5.9
"25-44",2020-09-17,6.4
"25-44",2020-09-18,7.1
"25-44",2020-09-19,7
"25-44",2020-09-20,6.3
"25-44",2020-09-21,7.1
"25-44",2020-09-22,7.4
"25-44",2020-09-23,7.9
"25-44",2020-09-24,7.6
"25-44",2020-09-25,6.7
"25-44",2020-09-26,6.4
"25-44",2020-09-27,7.6
"25-44",2020-09-28,7.3
"25-44",2020-09-29,7.3
"25-44",2020-09-30,7.1
"25-44",2020-10-01,7.7
"25-44",2020-10-02,8.4
"25-44",2020-10-03,9.4
"25-44",2020-10-04,9
"25-44",2020-10-05,9.1
"25-44",2020-10-06,9
"25-44",2020-10-07,9
"25-44",2020-10-08,8.7
"25-44",2020-10-09,8.4
"25-44",2020-10-10,8.7
"25-44",2020-10-11,9.1
"25-44",2020-10-12,9.1
"25-44",2020-10-13,10
"25-44",2020-10-14,10
"25-44",2020-10-15,10.6
"25-44",2020-10-16,10
"25-44",2020-10-17,9.6
"25-44",2020-10-18,9.6
"25-44",2020-10-19,10.4
"25-44",2020-10-20,10.9
"25-44",2020-10-21,11.7
"25-44",2020-10-22,10.9
"25-44",2020-10-23,11.9
"25-44",2020-10-24,12.1
"25-44",2020-10-25,13
"25-44",2020-10-26,11.4
"25-44",2020-10-27,12.3
"25-44",2020-10-28,12.9
"25-44",2020-10-29,13.3
"25-44",2020-10-30,14.1
"25-44",2020-10-31,14.1
"25-44",2020-11-01,14.1
"25-44",2020-11-02,15
"25-44",2020-11-03,14.3
"25-44",2020-11-04,13.7
"25-44",2020-11-05,14.4
"25-44",2020-11-06,14.4
"25-44",2020-11-07,15
"25-44",2020-11-08,15.3
"25-44",2020-11-09,16.1
"25-44",2020-11-10,16.6
"25-44",2020-11-11,16.6
"25-44",2020-11-12,17.7
"25-44",2020-11-13,18.7
"25-44",2020-11-14,18.4
"25-44",2020-11-15,17.7
"25-44",2020-11-16,19
"25-44",2020-11-17,17.1
"25-44",2020-11-18,17.4
"25-44",2020-11-19,16
"25-44",2020-11-20,14.7
"25-44",2020-11-21,14.6
"25-44",2020-11-22,14.7
"25-44",2020-11-23,13.6
"25-44",2020-11-24,15.1
"25-44",2020-11-25,15.3
"25-44",2020-11-26,15.1
"25-44",2020-11-27,14
"25-44",2020-11-28,15.9
"25-44",2020-11-29,15
"25-44",2020-11-30,15.3
"25-44",2020-12-01,17.3
"25-44",2020-12-02,16.6
"25-44",2020-12-03,17.9
"25-44",2020-12-04,19.1
"25-44",2020-12-05,17.9
"25-44",2020-12-06,17.7
"25-44",2020-12-07,16.9
"25-44",2020-12-08,14.6
"25-44",2020-12-09,14.9
"25-44",2020-12-10,15.1
"25-44",2020-12-11,15.4
"25-44",2020-12-12,15.1
"25-44",2020-12-13,16.7
"25-44",2020-12-14,17.1
"25-44",2020-12-15,17.1
"25-44",2020-12-16,17.6
"25-44",2020-12-17,16.7
"25-44",2020-12-18,15.7
"25-44",2020-12-19,16
"25-44",2020-12-20,15.6
"25-44",2020-12-21,15.1
"25-44",2020-12-22,15.1
"25-44",2020-12-23,14.6
"25-44",2020-12-24,14
"25-44",2020-12-25,13.6
"25-44",2020-12-26,13.4
"25-44",2020-12-27,12.9
"25-44",2020-12-28,12.6
"25-44",2020-12-29,12.6
"25-44",2020-12-30,12.3
"25-44",2020-12-31,13.7
"25-44",2021-01-01,14.3
"25-44",2021-01-02,13.3
"25-44",2021-01-03,13.7
"25-44",2021-01-04,13.9
"25-44",2021-01-05,13
"25-44",2021-01-06,13.7
"25-44",2021-01-07,13.1
"25-44",2021-01-08,14.3
"25-44",2021-01-09,15.4
"25-44",2021-01-10,15.4
"25-44",2021-01-11,15.6
"25-44",2021-01-12,17
"25-44",2021-01-13,16.3
"25-44",2021-01-14,17.3
"25-44",2021-01-15,16.3
"25-44",2021-01-16,16.3
"25-44",2021-01-17,16.3
"25-44",2021-01-18,16.3
"25-44",2021-01-19,15.4
"25-44",2021-01-20,15.9
"25-44",2021-01-21,14.3
"25-44",2021-01-22,14.6
"25-44",2021-01-23,13.6
"25-44",2021-01-24,13.3
"25-44",2021-01-25,12.6
"25-44",2021-01-26,11.9
"25-44",2021-01-27,11
"25-44",2021-01-28,10.9
"25-44",2021-01-29,10.7
"25-44",2021-01-30,10.9
"25-44",2021-01-31,11.9
"25-44",2021-02-01,11.3
"25-44",2021-02-02,11.6
"25-44",2021-02-03,12.3
"25-44",2021-02-04,11.7
"25-44",2021-02-05,11.4
"25-44",2021-02-06,11.6
"25-44",2021-02-07,9.6
"25-44",2021-02-08,9.9
"25-44",2021-02-09,10.1
"25-44",2021-02-10,9.7
"25-44",2021-02-11,10
"25-44",2021-02-12,9.9
"25-44",2021-02-13,10.3
"25-44",2021-02-14,10.7
"25-44",2021-02-15,10.3
"25-44",2021-02-16,9.6
"25-44",2021-02-17,9.4
"25-44",2021-02-18,9
"25-44",2021-02-19,8.4
"25-44",2021-02-20,7.9
"25-44",2021-02-21,7.7
"25-44",2021-02-22,8
"25-44",2021-02-23,8.7
"25-44",2021-02-24,8.3
"25-44",2021-02-25,8.1
"25-44",2021-02-26,8.4
"25-44",2021-02-27,8.4
"25-44",2021-02-28,8.6
"25-44",2021-03-01,8.9
"25-44",2021-03-02,7.7
"25-44",2021-03-03,8.1
"25-44",2021-03-04,8.3
"25-44",2021-03-05,8
"25-44",2021-03-06,7.6
"25-44",2021-03-07,7.6
"25-44",2021-03-08,6.7
"25-44",2021-03-09,7.3
"25-44",2021-03-10,7.9
"25-44",2021-03-11,7.9
"25-44",2021-03-12,7.7
"25-44",2021-03-13,7.9
"25-44",2021-03-14,7.3
"25-44",2021-03-15,8
"25-44",2021-03-16,8.1
"25-44",2021-03-17,7.3
"25-44",2021-03-18,7.3
"25-44",2021-03-19,7.9
"25-44",2021-03-20,7.3
"25-44",2021-03-21,7.3
"25-44",2021-03-22,6.6
"25-44",2021-03-23,6.7
"25-44",2021-03-24,6.3
"25-44",2021-03-25,6
"25-44",2021-03-26,5.9
"25-44",2021-03-27,6.6
"25-44",2021-03-28,7
"25-44",2021-03-29,7.3
"25-44",2021-03-30,6.1
"25-44",2021-03-31,6.3
"25-44",2021-04-01,6.7
"25-44",2021-04-02,5.7
"25-44",2021-04-03,5.3
"25-44",2021-04-04,5.3
"25-44",2021-04-05,5.3
"25-44",2021-04-06,5.4
"25-44",2021-04-07,6.1
"25-44",2021-04-08,5.7
"25-44",2021-04-09,6
"25-44",2021-04-10,6
"25-44",2021-04-11,5.6
"25-44",2021-04-12,5.1
"25-44",2021-04-13,5.6
"25-44",2021-04-14,4.7
"25-44",2021-04-15,4.6
"25-44",2021-04-16,5
"25-44",2021-04-17,5.3
"25-44",2021-04-18,5.4
"25-44",2021-04-19,5.7
"25-44",2021-04-20,6.3
"25-44",2021-04-21,7.3
"25-44",2021-04-22,7.3
"25-44",2021-04-23,7.3
"25-44",2021-04-24,7.6
"25-44",2021-04-25,7.4
"25-44",2021-04-26,8.7
"25-44",2021-04-27,7.4
"25-44",2021-04-28,6.9
"25-44",2021-04-29,7.6
"25-44",2021-04-30,7.1
"25-44",2021-05-01,6.4
"25-44",2021-05-02,6.9
"25-44",2021-05-03,6.1
"25-44",2021-05-04,6.4
"25-44",2021-05-05,6.9
"25-44",2021-05-06,6.7
"25-44",2021-05-07,7.3
"25-44",2021-05-08,7
"25-44",2021-05-09,7
"25-44",2021-05-10,7
"25-44",2021-05-11,7.4
"25-44",2021-05-12,6.6
"25-44",2021-05-13,6.3
"25-44",2021-05-14,5.7
"25-44",2021-05-15,5.7
"25-44",2021-05-16,5.3
"25-44",2021-05-17,5.3
"25-44",2021-05-18,4.9
"25-44",2021-05-19,4.9
"25-44",2021-05-20,4.9
"25-44",2021-05-21,5.3
"25-44",2021-05-22,5.6
"25-44",2021-05-23,5.1
"25-44",2021-05-24,5
"25-44",2021-05-25,5.4
"25-44",2021-05-26,6
"25-44",2021-05-27,5.3
"25-44",2021-05-28,4.7
"25-44",2021-05-29,4.7
"25-44",2021-05-30,5.7
"25-44",2021-05-31,5.4
"25-44",2021-06-01,6
"25-44",2021-06-02,6.1
"25-44",2021-06-03,6.9
"25-44",2021-06-04,6.7
"25-44",2021-06-05,6.9
"25-44",2021-06-06,6.9
"25-44",2021-06-07,7.1
"25-44",2021-06-08,6.1
"25-44",2021-06-09,6
"25-44",2021-06-10,6
"25-44",2021-06-11,5.9
"25-44",2021-06-12,7
"25-44",2021-06-13,6.4
"25-44",2021-06-14,6.4
"25-44",2021-06-15,7.6
"25-44",2021-06-16,7.4
"25-44",2021-06-17,7.9
"25-44",2021-06-18,8.4
"25-44",2021-06-19,7.4
"25-44",2021-06-20,7.7
"25-44",2021-06-21,7.6
"25-44",2021-06-22,7.4
"25-44",2021-06-23,7.4
"25-44",2021-06-24,7.1
"25-44",2021-06-25,7
"25-44",2021-06-26,7.4
"25-44",2021-06-27,7.3
"25-44",2021-06-28,7.9
"25-44",2021-06-29,7.6
"25-44",2021-06-30,7.6
"25-44",2021-07-01,7.6
"25-44",2021-07-02,7.9
"25-44",2021-07-03,7.4
"25-44",2021-07-04,8
"25-44",2021-07-05,7.4
"25-44",2021-07-06,7.1
"25-44",2021-07-07,7
"25-44",2021-07-08,7.9
"25-44",2021-07-09,7.6
"25-44",2021-07-10,7.4
"25-44",2021-07-11,7.4
"25-44",2021-07-12,8
"25-44",2021-07-13,8.6
"25-44",2021-07-14,9.1
"25-44",2021-07-15,8.9
"25-44",2021-07-16,9.9
"25-44",2021-07-17,9.9
"25-44",2021-07-18,9.7
"25-44",2021-07-19,9.3
"25-44",2021-07-20,8.6
"25-44",2021-07-21,9.6
"25-44",2021-07-22,9.7
"25-44",2021-07-23,10
"25-44",2021-07-24,10.7
"25-44",2021-07-25,11.1
"25-44",2021-07-26,11.4
"25-44",2021-07-27,11.4
"25-44",2021-07-28,11.1
"25-44",2021-07-29,10.9
"25-44",2021-07-30,11.4
"25-44",2021-07-31,11.1
"25-44",2021-08-01,11.4
"25-44",2021-08-02,11.6
"25-44",2021-08-03,12.3
"25-44",2021-08-04,12.1
"25-44",2021-08-05,13
"25-44",2021-08-06,12.1
"25-44",2021-08-07,12
"25-44",2021-08-08,11.3
"25-44",2021-08-09,11.1
"25-44",2021-08-10,11.6
"25-44",2021-08-11,11.3
"25-44",2021-08-12,11.3
"25-44",2021-08-13,10.3
"25-44",2021-08-14,10.9
"25-44",2021-08-15,11.1
"25-44",2021-08-16,10.7
"25-44",2021-08-17,10.9
"25-44",2021-08-18,11
"25-44",2021-08-19,10.7
"25-44",2021-08-20,12.1
"25-44",2021-08-21,12.6
"25-44",2021-08-22,14
"25-44",2021-08-23,14.7
"25-44",2021-08-24,15.4
"25-44",2021-08-25,15.3
"25-44",2021-08-26,15.4
"25-44",2021-08-27,15.9
"25-44",2021-08-28,15.4
"25-44",2021-08-29,14.7
"25-44",2021-08-30,15.7
"25-44",2021-08-31,14.9
"25-44",2021-09-01,15.3
"25-44",2021-09-02,15.6
"25-44",2021-09-03,15.9
"25-44",2021-09-04,16.3
"25-44",2021-09-05,16.6
"25-44",2021-09-06,16.3
"25-44",2021-09-07,17.1
"25-44",2021-09-08,17.7
"25-44",2021-09-09,18.9
"25-44",2021-09-10,18.1
"25-44",2021-09-11,19
"25-44",2021-09-12,18.4
"25-44",2021-09-13,18.7
"25-44",2021-09-14,17.6
"25-44",2021-09-15,17.6
"25-44",2021-09-16,16.1
"25-44",2021-09-17,15.4
"25-44",2021-09-18,15.1
"25-44",2021-09-19,15.1
"25-44",2021-09-20,15.7
"25-44",2021-09-21,16.3
"25-44",2021-09-22,15.7
"25-44",2021-09-23,15.4
"25-44",2021-09-24,15.9
"25-44",2021-09-25,15.4
"25-44",2021-09-26,16.1
"25-44",2021-09-27,15.6
"25-44",2021-09-28,15.6
"25-44",2021-09-29,15.9
"25-44",2021-09-30,15.6
"25-44",2021-10-01,15.3
"25-44",2021-10-02,14.7
"25-44",2021-10-03,14.6
"25-44",2021-10-04,13.9
"25-44",2021-10-05,13.1
"25-44",2021-10-06,13
"25-44",2021-10-07,13.1
"25-44",2021-10-08,13.9
"25-44",2021-10-09,14.4
"25-44",2021-10-10,13.3
"25-44",2021-10-11,12.9
"25-44",2021-10-12,13
"25-44",2021-10-13,12
"25-44",2021-10-14,11.4
"25-44",2021-10-15,11.6
"25-44",2021-10-16,11.3
"25-44",2021-10-17,12.1
"25-44",2021-10-18,12.1
"25-44",2021-10-19,12.6
"25-44",2021-10-20,12.7
"25-44",2021-10-21,13.1
"25-44",2021-10-22,12.4
"25-44",2021-10-23,13
"25-44",2021-10-24,12.6
"25-44",2021-10-25,13.1
"25-44",2021-10-26,14.3
"25-44",2021-10-27,14.9
"25-44",2021-10-28,14.7
"25-44",2021-10-29,14.9
"25-44",2021-10-30,13.6
"25-44",2021-10-31,13.6
"25-44",2021-11-01,13.6
"25-44",2021-11-02,12.9
"25-44",2021-11-03,12
"25-44",2021-11-04,12.4
"25-44",2021-11-05,12.3
"25-44",2021-11-06,13.1
"25-44",2021-11-07,13.6
"25-44",2021-11-08,14.4
"25-44",2021-11-09,14.9
"25-44",2021-11-10,15
"25-44",2021-11-11,15.6
"25-44",2021-11-12,15.9
"25-44",2021-11-13,16.4
"25-44",2021-11-14,15.9
"25-44",2021-11-15,14.9
"25-44",2021-11-16,13.6
"25-44",2021-11-17,14
"25-44",2021-11-18,12.7
"25-44",2021-11-19,12.1
"25-44",2021-11-20,11.4
"25-44",2021-11-21,12.1
"25-44",2021-11-22,11.4
"25-44",2021-11-23,10.7
"25-44",2021-11-24,10.4
"25-44",2021-11-25,10.4
"25-44",2021-11-26,9.9
"25-44",2021-11-27,9.9
"25-44",2021-11-28,9.7
"25-44",2021-11-29,9.9
"25-44",2021-11-30,11.3
"25-44",2021-12-01,11.9
"25-44",2021-12-02,12.1
"25-44",2021-12-03,13.3
"25-44",2021-12-04,13.7
"25-44",2021-12-05,13.4
"25-44",2021-12-06,13.6
"25-44",2021-12-07,12.6
"25-44",2021-12-08,13.4
"25-44",2021-12-09,13.6
"25-44",2021-12-10,12.4
"25-44",2021-12-11,11.9
"25-44",2021-12-12,12
"25-44",2021-12-13,11.4
"25-44",2021-12-14,12.3
"25-44",2021-12-15,11.4
"25-44",2021-12-16,11.4
"25-44",2021-12-17,11.6
"25-44",2021-12-18,11.1
"25-44",2021-12-19,10
"25-44",2021-12-20,10
"25-44",2021-12-21,8.4
"25-44",2021-12-22,8
"25-44",2021-12-23,7.4
"25-44",2021-12-24,7.6
"25-44",2021-12-25,7.7
"25-44",2021-12-26,9
"25-44",2021-12-27,9.6
"25-44",2021-12-28,10.1
"25-44",2021-12-29,10
"25-44",2021-12-30,9
"45-64",2020-03-06,NA
"45-64",2020-03-07,NA
"45-64",2020-03-08,NA
"45-64",2020-03-09,NA
"45-64",2020-03-10,NA
"45-64",2020-03-11,NA
"45-64",2020-03-12,0.1
"45-64",2020-03-13,0.1
"45-64",2020-03-14,0.3
"45-64",2020-03-15,0.4
"45-64",2020-03-16,0.4
"45-64",2020-03-17,0.7
"45-64",2020-03-18,0.9
"45-64",2020-03-19,0.7
"45-64",2020-03-20,1.1
"45-64",2020-03-21,1.1
"45-64",2020-03-22,1.1
"45-64",2020-03-23,1.9
"45-64",2020-03-24,1.9
"45-64",2020-03-25,2.4
"45-64",2020-03-26,3.7
"45-64",2020-03-27,3.4
"45-64",2020-03-28,3.4
"45-64",2020-03-29,4
"45-64",2020-03-30,3.7
"45-64",2020-03-31,3.9
"45-64",2020-04-01,4.3
"45-64",2020-04-02,3.4
"45-64",2020-04-03,3.7
"45-64",2020-04-04,4
"45-64",2020-04-05,3.6
"45-64",2020-04-06,3.4
